reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,important_notes,reporting_period,reporting_year_start,reporting_year_end,abs_reference_year,source_file,facility_name_key,facility_name_canonical,facility_name_core,reporting_entity_key,primary_fuel_family,nger_row_id,candidate_power_station_name,candidate_accreditation_code,candidate_installed_capacity_mw,candidate_postcode,candidate_fuel_source,candidate_accreditation_start_date,candidate_accreditation_start_year,candidate_suspension_status,candidate_baseline_mwh,candidate_fuel_family,facility_match_method,facility_match_status,matched_power_station_name,matched_accreditation_code,matched_installed_capacity_mw,matched_postcode,matched_fuel_source,matched_accreditation_start_date,matched_accreditation_start_year,matched_suspension_status,matched_baseline_mwh,matched_fuel_family,facility_match_found,matched_is_renewable_power_station,business_entries_count,business_exits_count,employee_income_earners_count,mean_employee_income_aud,median_employee_income_aud,total_businesses_count,total_employee_income_million_aud,utilities_businesses_count
ORIGIN ENERGY LIMITED,Bond,F,NSW,4349.0,1208.0,668.0,52.0,720.0,0.55,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,bond,bond,bond,origin energy limited,gas,257,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Chifley Square,F,NSW,4395.0,1221.0,650.0,52.0,702.0,0.53,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,chifley square,chifley square,chifley square,origin energy limited,gas,258,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Cullerin Wind Farm,F,NSW,325681.0,90467.0,19.0,105.0,124.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,cullerin wind farm,cullerin wind farm,cullerin,origin energy limited,wind,259,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Eraring Power Station,F,NSW,51539324.0,14316479.0,12289095.0,14022.0,12303117.0,0.86,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,eraring power station,eraring power station,eraring,origin energy limited,coal,263,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Kent Street,F,NSW,11297.0,3138.0,1571.0,250.0,1821.0,0.5,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,kent street,kent street,kent street,origin energy limited,gas,265,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Mirvac,F,NSW,17071.0,4742.0,2584.0,220.0,2804.0,0.54,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,mirvac,mirvac,mirvac,origin energy limited,gas,268,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Mount,F,NSW,5847.0,1624.0,891.0,70.0,961.0,0.55,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,mount,mount,mount,origin energy limited,gas,270,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Shoalhaven Scheme,F,NSW,276441.0,76789.0,2.0,73496.0,73498.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,shoalhaven scheme,shoalhaven scheme,shoalhaven scheme,origin energy limited,hydro,274,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Stockland Headquarters,F,NSW,4647.0,1291.0,745.0,56.0,801.0,0.58,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,stockland headquarters,stockland headquarters,stockland headquarters,origin energy limited,gas,275,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,University of NSW,F,NSW,8740.0,2428.0,1294.0,104.0,1398.0,0.53,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,university of nsw,university of,university of,origin energy limited,gas,276,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Uranquinty Power Station,F,NSW,1537782.0,427162.0,221484.0,5449.0,226933.0,0.52,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,uranquinty power station,uranquinty power station,uranquinty,origin energy limited,gas,277,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SANTOS LTD,Wilga Park Power Station,F,NSW,194465.0,54018.0,30404.0,175.0,30579.0,0.56,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,wilga park power station,wilga park power station,wilga park,santos ltd,coal,301,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,7027.0,1952.0,4646.0,2716.0,7362.0,2.38,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,colongra power station,colongra power station,colongra,snowy hydro limited,gas,310,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SNOWY HYDRO LIMITED,HEZ Power Station,F,NSW,840.0,233.0,149.0,519.0,668.0,0.64,On,NEM,Diesel,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,hez power station,hez power station,hez,snowy hydro limited,liquid_fuel,311,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,F,NSW,9322679.0,2589633.0,1312.0,113899.0,115211.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,snowy hydro ltd,snowy hydro,snowy,snowy hydro limited,hydro,314,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
ENERGY DEVELOPMENTS LIMITED,McArthur River Power Station,F,NT,1028823.0,285784.0,132182.0,0.0,132182.0,0.46,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,mcarthur river power station,mcarthur river power station,mcarthur river,energy developments limited,gas,126,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ENERGY DEVELOPMENTS LIMITED,Pine Creek A Power Station,F,NT,651894.0,181082.0,90532.0,0.0,90532.0,0.5,On,DKIS,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,pine creek a power station,pine creek a power station,pine creek a,energy developments limited,gas,134,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ENERGY WORLD CORPORATION LTD,Brewer Power Station,F,NT,169861.0,47184.0,30511.0,14.0,30525.0,0.65,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,brewer power station,brewer power station,brewer,energy world corporation ltd,gas,146,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,32365.0,8990.0,528.0,0.0,528.0,0.06,On,DKIS,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,darwin renewable energy facility,darwin renewable energy facility,darwin facility,lms energy pty ltd,bioenergy,220,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,3520970.0,978047.0,607777.0,0.0,607777.0,0.62,On,DKIS,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,channel island power station,channel island power station,channel island,power generation corporation,gas,281,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,55966.0,15546.0,12589.0,0.0,12589.0,0.81,On,DKIS,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,katherine power station,katherine power station,katherine,power generation corporation,gas,282,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
POWER GENERATION CORPORATION,Kings Canyon,F,NT,6202.0,1723.0,1141.0,0.0,1141.0,0.66,Off,Off-grid,Solar,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,kings canyon,kings canyon,kings canyon,power generation corporation,solar,283,Kings Canyon Solar - NT,SRPVNT03,0.2251,872.0,Solar,2005-04-18,2005.0,Suspended,0.0,solar,core_name_state_fuel,matched,Kings Canyon Solar - NT,SRPVNT03,0.2251,872.0,Solar,2005-04-18 00:00:00,2005.0,Suspended,0.0,solar,True,True,,,,,,,,
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,286571.0,79603.0,40674.0,0.0,40674.0,0.51,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,owen springs power station,owen springs power station,owen springs,power generation corporation,gas,284,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,334973.0,93048.0,62680.0,0.0,62680.0,0.67,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,ron goodin power station,ron goodin power station,ron goodin,power generation corporation,gas,285,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,109184.0,30329.0,23220.0,0.0,23220.0,0.77,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,tennant creek power station,tennant creek power station,tennant creek,power generation corporation,gas,286,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,1576552.0,437931.0,270679.0,0.0,270679.0,0.62,On,DKIS,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,weddell power station,weddell power station,weddell,power generation corporation,gas,287,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,86710.0,24086.0,15800.0,0.0,15800.0,0.66,Off,Off-grid,Gas/Diesel,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,yulara power station,yulara power station,yulara,power generation corporation,gas,288,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,82912.0,23031.0,12327.0,1142.0,13469.0,0.54,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,moranbah power station,moranbah power station,moranbah,agl energy limited,coal,26,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Suncoast Biomass Generation Plant,F,QLD,3091.0,859.0,38.0,69.0,107.0,0.04,On,NEM,Macadamia Nut Shells,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,suncoast biomass generation plant,suncoast biomass generation plant,suncoast biomass generation,agl energy limited,other,33,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ALINTA ENERGY FINANCE PTY LTD,Braemar Power Station,F,QLD,7907969.0,2196658.0,1243347.0,829.0,1244176.0,0.57,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,braemar power station,braemar power station,braemar,alinta energy finance pty ltd,coal,46,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,9370735.0,2602982.0,1530289.0,854.0,1531143.0,0.59,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,braemar 2 power station,braemar 2 power station,braemar 2,arrow energy holdings pty ltd,coal,50,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ATCO AUSTRALIA PTY. LTD.,Bulwer Island Energy Partnership facility,F,QLD,,,126378.0,45354.0,171732.0,,On,NEM,Gas,"The electricity production data is unavailable for this facility, pending further clarification of the data reported and/or pending outcome of regulatory matters.  The data on this facility may be made available in future publications.  ",2014-15,2014,2015,2015,nger_electricity_2014-15.csv,bulwer island energy partnership facility,bulwer island energy partnership facility,bulwer island partnership facility,atco australia pty. ltd.,gas,51,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
BG INTERNATIONAL (AUS) INVESTMENTS PTY LIMITED,Condamine Power Station,F,QLD,2754361.0,765100.0,333565.0,526.0,334091.0,0.44,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,condamine power station,condamine power station,condamine,bg international (aus) investments pty limited,gas,58,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Daandine Power Station,F,QLD,,,125058.0,0.0,125058.0,,On,NEM,Coal Seam Methane,"The electricity production data is unavailable for this facility, pending further clarification of the data reported and/or pending outcome of regulatory matters.  The data on this facility may be made available in future publications.  ",2014-15,2014,2015,2015,nger_electricity_2014-15.csv,daandine power station,daandine power station,daandine,clarke energy (australia) pty. ltd.,coal,66,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
CS ENERGY LIMITED,Callide A Power Station,F,QLD,362952.0,100820.0,123177.0,43885.0,167062.0,1.22,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,callide a power station,callide a power station,callide a,cs energy limited,coal,69,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
CS ENERGY LIMITED,Callide B Power Station,F,QLD,12706326.0,3529535.0,3285158.0,34530.0,3319688.0,0.93,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,callide b power station,callide b power station,callide b,cs energy limited,coal,70,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
CS ENERGY LIMITED,Callide C Power Station,F,QLD,19988727.0,5552424.0,4961514.0,20952.0,4982466.0,0.89,On,NEM,Black Coal,"Please note that in some circumstances Joint Venture partners are required to report a full amount for each facility they have in a Joint Venture. This results in that facility appearing twice. The identified Joint Venture participants have each included the same data for the Callide C Power Station in their NGER reports. This is because neither participant had the greatest ability to introduce and implement the operating and environmental policies in relation to the facility, and a nomination of operational control has not been made.",2014-15,2014,2015,2015,nger_electricity_2014-15.csv,callide c power station,callide c power station,callide c,cs energy limited,coal,71,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
CS ENERGY LIMITED,Kogan Creek Power Station,F,QLD,20633364.0,5731490.0,4761463.0,2411.0,4763874.0,0.83,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,kogan creek power station,kogan creek power station,kogan creek,cs energy limited,coal,72,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
CS ENERGY LIMITED,Wivenhoe Power Station,F,QLD,72877.0,20244.0,23.0,50466.0,50489.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,wivenhoe power station,wivenhoe power station,wivenhoe,cs energy limited,hydro,73,Wivenhoe Hydro,HYMIQL03,4.7,4306.0,Hydro,2002-11-06,2002.0,Unsuspended,0.0,hydro,core_name_state_fuel,matched,Wivenhoe Hydro,HYMIQL03,4.7,4306.0,Hydro,2002-11-06 00:00:00,2002.0,Unsuspended,0.0,hydro,True,True,,,,,,,,
DIAMANTINA HOLDING COMPANY PTY LIMITED,Diamantina Power Station,F,QLD,5410680.0,1502967.0,613667.0,95.0,613762.0,0.41,On,Mt Isa,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,diamantina power station,diamantina power station,diamantina,diamantina holding company pty limited,gas,80,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ENERGEX LIMITED,Energy Impact - Bromelton Peak Generation Plant,F,QLD,6745.0,1874.0,1402.0,427.0,1829.0,0.75,On,NEM,Liquid Fuel,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,energy impact bromelton peak generation plant,energy impact bromelton peak generation plant,impact bromelton peak generation,energex limited,other,98,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ENERGEX LIMITED,Energy Impact - Generation,F,QLD,4125.0,1146.0,799.0,0.0,799.0,0.7,On,NEM,Liquid Fuel,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,energy impact generation,energy impact generation,impact generation,energex limited,other,99,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ENERGY DEVELOPMENTS LIMITED,Browns Plains LFG Power Station,F,QLD,40383.0,11218.0,712.0,4.0,716.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,browns plains lfg power station,browns plains lfg power station,browns plains lfg,energy developments limited,bioenergy,108,Browns Plains LFG Power Plant,BEBGQL01,2.18,4118.0,Biomass,2001-04-01,2001.0,Unsuspended,0.0,bioenergy,core_name_state_fuel,matched,Browns Plains LFG Power Plant,BEBGQL01,2.18,4118.0,Biomass,2001-04-01 00:00:00,2001.0,Unsuspended,0.0,bioenergy,True,True,,,,,,,,
ENERGY DEVELOPMENTS LIMITED,German Creek CMM Power Station,F,QLD,1101467.0,305963.0,166630.0,0.0,166630.0,0.54,On,NEM,Waste Coal Mine Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,german creek cmm power station,german creek cmm power station,german creek cmm,energy developments limited,bioenergy,117,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
ENERGY DEVELOPMENTS LIMITED,Karumba Power Station,F,QLD,51753.0,14376.0,9935.0,8.0,9943.0,0.69,Off,Off-grid,Diesel,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,karumba power station,karumba power station,karumba,energy developments limited,liquid_fuel,121,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ENERGY DEVELOPMENTS LIMITED,Moranbah North CMM Power Station,F,QLD,1581863.0,439406.0,238554.0,0.0,238554.0,0.54,On,NEM,Waste Coal Mine Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,moranbah north cmm power station,moranbah north cmm power station,moranbah north cmm,energy developments limited,bioenergy,129,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
ENERGY DEVELOPMENTS LIMITED,Oaky Creek Power Station,F,QLD,481153.0,133654.0,77508.0,23.0,77531.0,0.58,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,oaky creek power station,oaky creek power station,oaky creek,energy developments limited,coal,132,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ERM POWER LIMITED,Oakey Power Station,F,QLD,1796909.0,499141.0,311168.0,1956.0,313124.0,0.62,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,oakey power station,oakey power station,oakey,erm power limited,gas,154,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
FPC 30 LIMITED,FPC Green Energy,F,QLD,355463.0,98740.0,3769.0,1645.0,5414.0,0.04,On,NEM,Biofuel,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,fpc green energy,fpc green energy,fpc green,fpc 30 limited,other,156,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,24124.0,6701.0,364.0,0.0,364.0,0.05,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,birkdale renewable energy facility,birkdale renewable energy facility,birkdale facility,lms energy pty ltd,bioenergy,219,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,30219.0,8394.0,484.0,0.0,484.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,ipswich renewable energy facility,ipswich renewable energy facility,ipswich facility,lms energy pty ltd,bioenergy,223,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,122074.0,33909.0,1927.0,0.0,1927.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,rochedale renewable energy facility,rochedale renewable energy facility,rochedale facility,lms energy pty ltd,bioenergy,227,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,15768.0,4380.0,265.0,0.0,265.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,stapylton renewable energy facility,stapylton renewable energy facility,stapylton facility,lms energy pty ltd,bioenergy,230,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
