accreditation_code,power_station_name,state,installed_capacity,postcode,fuel_source_s,accreditation_start_date,suspension_status,baseline_mwh,comment,accreditation_start_year,power_station_name_key,power_station_name_canonical,power_station_name_core,fuel_family,source_file
SRPXNSL6,Agile Energy - Calvary Kogarah Hospital - 200kW Solar w SGU - NSW,NSW,0.2,2217,Solar,2023-08-25,Unsuspended,0,,2023,agile energy calvary kogarah hospital 200kw solar w sgu nsw,agile energy calvary kogarah hospital 200kw solar w sgu,agile calvary kogarah hospital 200kw w sgu,solar,cer_historical_accredited_power_stations.csv
SRPXNSA4,Agile Energy - Calvary Muswellbrook - 180kW Solar w SGU- NSW,NSW,0.18,2333,Solar,2024-05-17,Unsuspended,0,,2024,agile energy calvary muswellbrook 180kw solar w sgu nsw,agile energy calvary muswellbrook 180kw solar w sgu,agile calvary muswellbrook 180kw w sgu,solar,cer_historical_accredited_power_stations.csv
SRPXNS90,Agile Energy - Calvary Nulkaba - 259kW Solar w SGU - NSW,NSW,0.2587,2325,Solar,2022-06-28,Unsuspended,0,,2022,agile energy calvary nulkaba 259kw solar w sgu nsw,agile energy calvary nulkaba 259kw solar w sgu,agile calvary nulkaba 259kw w sgu,solar,cer_historical_accredited_power_stations.csv
SRPXNST7,Agile Energy - Centuria8Central - 323kW - Solar w SGU - NSW,NSW,0.3232,2015,Solar,2024-02-27,Unsuspended,0,,2024,agile energy centuria8central 323kw solar w sgu nsw,agile energy centuria8central 323kw,agile centuria8central 323kw,solar,cer_historical_accredited_power_stations.csv
SRPYNS08,Agile Energy - ECB - 348kW Solar w SGU - NSW,NSW,0.3478,2250,Solar,2024-10-01,Unsuspended,0,,2024,agile energy ecb 348kw solar w sgu nsw,agile energy ecb 348kw solar w sgu,agile ecb 348kw w sgu,solar,cer_historical_accredited_power_stations.csv
SRPXNSN3,Agile Energy - Evermore - 277kW Solar w SGU - NSW,NSW,0.2776,2428,Solar,2023-09-27,Unsuspended,0,,2023,agile energy evermore 277kw solar w sgu nsw,agile energy evermore 277kw solar w sgu,agile evermore 277kw w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVNSB6,Agile Energy - SKP 0.3MW Solar NSW.,NSW,0.297,2148,Solar,2018-05-25,Unsuspended,0,,2018,agile energy skp 0 3mw solar nsw,agile energy skp 0 3mw solar,agile skp 0 3mw,solar,cer_historical_accredited_power_stations.csv
SRPYNS66,Agile Energy - T&P 361kW - Solar w SGU - NSW,NSW,0.3608,2015,Solar,2025-01-28,Unsuspended,0,,2025,agile energy t and p 361kw solar w sgu nsw,agile energy t and p 361kw,agile t and p 361kw,solar,cer_historical_accredited_power_stations.csv
SRPXNS70,Agile Energy NGR 330kW - Solar w SGU - NSW,NSW,0.3303,2112,Solar,2022-03-22,Unsuspended,0,,2022,agile energy ngr 330kw solar w sgu nsw,agile energy ngr 330kw,agile ngr 330kw,solar,cer_historical_accredited_power_stations.csv
SRPVNSQ7,Airly Mine - Solar - NSW,NSW,2.0,2846,Solar,2020-04-02,Unsuspended,0,,2020,airly mine solar nsw,airly mine,airly mine,solar,cer_historical_accredited_power_stations.csv
SRPVNSM5,Akubra Hats Kempsey Solar - NSW,NSW,0.2006,2440,Solar,2019-11-13,Unsuspended,0,,2019,akubra hats kempsey solar nsw,akubra hats kempsey solar,akubra hats kempsey,solar,cer_historical_accredited_power_stations.csv
SRPXNSY4,Al Noori Muslim School - Solar - NSW,NSW,0.7023,2190,Solar,2024-07-24,Unsuspended,0,,2024,al noori muslim school solar nsw,al noori muslim school,al noori muslim school,solar,cer_historical_accredited_power_stations.csv
BEBGNS28,Albury LFG and Solar - NSW,NSW,2.6872,2641,Solar,2013-12-09,Unsuspended,0,,2013,albury lfg and solar nsw,albury lfg and solar,albury lfg and,solar,cer_historical_accredited_power_stations.csv
SRPVNSC5,Aldi Prestons 1.5MW - Solar NSW,NSW,1.4905,2170,Solar,2018-06-18,Unsuspended,0,,2018,aldi prestons 1 5mw solar nsw,aldi prestons 1 5mw,aldi prestons 1 5mw,solar,cer_historical_accredited_power_stations.csv
SRPXNSU5,Anderson Dr Beresfield - Solar w SGU - NSW,NSW,0.166,2322,Solar,2024-04-22,Unsuspended,0,,2024,anderson dr beresfield solar w sgu nsw,anderson dr beresfield,anderson dr beresfield,solar,cer_historical_accredited_power_stations.csv
SRPVNSX1,Angelo Anestis Aquatic Centre - Solar - NSW,NSW,0.2259,2207,Solar,2020-11-19,Unsuspended,0,,2020,angelo anestis aquatic centre solar nsw,angelo anestis aquatic centre,angelo anestis aquatic centre,solar,cer_historical_accredited_power_stations.csv
SRPXNSA7,Apollo Kitchen - Solar w SGU - NSW,NSW,0.2997,2164,Solar,2022-10-09,Unsuspended,0,,2022,apollo kitchen solar w sgu nsw,apollo kitchen,apollo kitchen,solar,cer_historical_accredited_power_stations.csv
SRPVNSY4,Ashfield Aquatic Centre - Solar - NSW,NSW,0.2502,2132,Solar,2020-12-14,Unsuspended,0,,2020,ashfield aquatic centre solar nsw,ashfield aquatic centre,ashfield aquatic centre,solar,cer_historical_accredited_power_stations.csv
SRPXNS71,AusPost DF St Leonards - Solar - NSW,NSW,0.1998,2065,Solar,2022-03-22,Unsuspended,0,,2022,auspost df st leonards solar nsw,auspost df st leonards,auspost df st leonards,solar,cer_historical_accredited_power_stations.csv
SRPXNS17,Ausgrid Beresfield - Solar - NSW,NSW,0.132,2322,Solar,2021-05-21,Unsuspended,0,,2021,ausgrid beresfield solar nsw,ausgrid beresfield,ausgrid beresfield,solar,cer_historical_accredited_power_stations.csv
SRPVNSG9,Ausgrid Dee Why (Cromer) - Solar NSW,NSW,0.1287,2099,Solar,2019-02-20,Unsuspended,0,,2019,ausgrid dee why cromer solar nsw,ausgrid dee why cromer,ausgrid dee why cromer,solar,cer_historical_accredited_power_stations.csv
SRPVNSH3,Ausgrid Muswellbrook Solar - NSW,NSW,0.1999,2333,Solar,2019-02-27,Unsuspended,0,,2019,ausgrid muswellbrook solar nsw,ausgrid muswellbrook solar,ausgrid muswellbrook,solar,cer_historical_accredited_power_stations.csv
SRPVNSJ5,Ausgrid Oatley - Solar NSW,NSW,0.3273,2223,Solar,2019-07-12,Unsuspended,0,,2019,ausgrid oatley solar nsw,ausgrid oatley,ausgrid oatley,solar,cer_historical_accredited_power_stations.csv
SRPVNSI0,Ausgrid Ourimbah Solar - NSW,NSW,0.2092,2258,Solar,2019-04-29,Unsuspended,0,,2019,ausgrid ourimbah solar nsw,ausgrid ourimbah solar,ausgrid ourimbah,solar,cer_historical_accredited_power_stations.csv
SRPVNSC7,Ausgrid Silverwater - Solar NSW,NSW,0.2457,2128,Solar,2019-03-06,Unsuspended,0,,2019,ausgrid silverwater solar nsw,ausgrid silverwater,ausgrid silverwater,solar,cer_historical_accredited_power_stations.csv
SRPVNSE9,Ausperl Solar System - NSW,NSW,0.2377,2211,Solar,2018-09-17,Unsuspended,0,,2018,ausperl solar system nsw,ausperl solar system,ausperl system,solar,cer_historical_accredited_power_stations.csv
SRPXNSM3,"Australia Post (Admin & Parcel Buildings) - Ralph St, Alexandria - Solar w SGU - NSW",NSW,0.4724,2015,Solar,2023-09-13,Unsuspended,0,,2023,australia post admin and parcel buildings ralph st alexandria solar w sgu nsw,australia post admin and parcel buildings ralph st alexandria,australia post admin and parcel buildings ralph st alexandria,solar,cer_historical_accredited_power_stations.csv
SRPVNS53,Australia Post Strawberry Hills Solar - NSW,NSW,0.284,2016,Solar,2016-02-16,Unsuspended,0,,2016,australia post strawberry hills solar nsw,australia post strawberry hills solar,australia post strawberry hills,solar,cer_historical_accredited_power_stations.csv
SRPXNSQ1,Australia Post: Sydney Gateway Facility (SGF) - Solar - NSW,NSW,0.7001,2142,Solar,2023-11-14,Unsuspended,0,,2023,australia post sydney gateway facility sgf solar nsw,australia post sydney gateway facility sgf,australia post sydney gateway facility sgf,solar,cer_historical_accredited_power_stations.csv
SRPXNSQ0,Australia Post: Sydney West Letters Facility (SWLF) - Solar - NSW,NSW,0.8611,2135,Solar,2023-11-14,Unsuspended,0,,2023,australia post sydney west letters facility swlf solar nsw,australia post sydney west letters facility swlf,australia post sydney west letters facility swlf,solar,cer_historical_accredited_power_stations.csv
SRPVNSK3,Australian National Maritime Museum Solar - NSW,NSW,0.2355,2009,Solar,2019-08-02,Unsuspended,0,,2019,australian national maritime museum solar nsw,australian national maritime museum solar,australian national maritime museum,solar,cer_historical_accredited_power_stations.csv
SRPVNS56,Australian Vintage AV300 - NSW - BURONGA w SGU,NSW,1.6489,2739,Solar,2016-06-27,Unsuspended,0,,2016,australian vintage av300 nsw buronga w sgu,australian vintage av300 buronga w sgu,australian vintage av300 buronga w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVNSM2,Austruss - Solar - NSW,NSW,0.1502,2575,Solar,2019-11-04,Suspended,0,,2019,austruss solar nsw,austruss,austruss,solar,cer_historical_accredited_power_stations.csv
SRPXNSK8,Autopak-Vetlab Group - 178kW - Solar w SGU - NSW,NSW,0.178,2760,Solar,2023-08-02,Unsuspended,0,,2023,autopak vetlab group 178kw solar w sgu nsw,autopak vetlab group 178kw,autopak vetlab group 178kw,solar,cer_historical_accredited_power_stations.csv
SRPXNSA1,Avonlie Solar Farm-NSW,NSW,245.4753,2700,Solar,2022-12-20,Unsuspended,0,,2022,avonlie solar farm nsw,avonlie solar farm,avonlie,solar,cer_historical_accredited_power_stations.csv
BEBGNS11,Awaba - LFG - NSW,NSW,0.85,2283,Biomass,2007-02-16,Unsuspended,0,,2007,awaba lfg nsw,awaba lfg,awaba lfg,bioenergy,cer_historical_accredited_power_stations.csv
SRPVNSS0,B J Ball Solar PV NSW,NSW,0.1248,2145,Solar,2020-06-17,Unsuspended,0,,2020,b j ball solar pv nsw,b j ball solar pv,b j ball pv,solar,cer_historical_accredited_power_stations.csv
SRPYNS81,B&J Greenacre - Solar - NSW,NSW,0.3997,2190,Solar,2025-02-28,Unsuspended,0,,2025,b and j greenacre solar nsw,b and j greenacre,b and j greenacre,solar,cer_historical_accredited_power_stations.csv
SRPYNS77,BAE Williamtown - Solar - NSW,NSW,0.4162,2318,Solar,2025-02-17,Unsuspended,0,,2025,bae williamtown solar nsw,bae williamtown,bae williamtown,solar,cer_historical_accredited_power_stations.csv
SRPXNS74,BAYSHORE DEVELOPMENT PTY LTD - BYRON BAY - NSW - SOLAR,NSW,0.2,2481,Solar,2022-03-31,Unsuspended,0,,2022,bayshore development pty ltd byron bay nsw solar,bayshore development byron bay,bayshore byron bay,solar,cer_historical_accredited_power_stations.csv
SRPYNSJ8,BF EASTERNCREEK - SOLAR - NSW,NSW,0.3505,2766,Solar,2025-12-01,Unsuspended,0,,2025,bf easterncreek solar nsw,bf easterncreek,bf easterncreek,solar,cer_historical_accredited_power_stations.csv
SRPYNSG7,BF LISMORE - SOLAR - NSW,NSW,0.1723,2480,Solar,2025-08-29,Unsuspended,0,,2025,bf lismore solar nsw,bf lismore,bf lismore,solar,cer_historical_accredited_power_stations.csv
SRPXNSU6,BF WOLLONGONG - SOLAR w SGU - NSW,NSW,0.153,2527,Solar,2024-04-05,Unsuspended,0,,2024,bf wollongong solar w sgu nsw,bf wollongong,bf wollongong,solar,cer_historical_accredited_power_stations.csv
SRPXNSJ4,BIDFOOD BERESFIELD - Solar w SGU - NSW,NSW,0.1611,2322,Solar,2023-06-26,Unsuspended,0,,2023,bidfood beresfield solar w sgu nsw,bidfood beresfield,bidfood beresfield,solar,cer_historical_accredited_power_stations.csv
SRPXNSN1,BIG W Inverell 116 - Solar - NSW,NSW,0.1996,2360,Solar,2023-09-21,Unsuspended,0,,2023,big w inverell 116 solar nsw,big w inverell 116,big w inverell 116,solar,cer_historical_accredited_power_stations.csv
SRPXNSW1,BOX HILL SHOPPING CENTRER - 624.68 kW Solar w SGU - NSW,NSW,0.6247,2765,Solar,2024-05-08,Unsuspended,0,,2024,box hill shopping centrer 624 68 kw solar w sgu nsw,box hill shopping centrer 624 68 kw solar w sgu,box hill shopping centrer 624 68 kw w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVNSX7,BRIGHT PRINT - SOLAR w SGU - NSW,NSW,0.1491,2164,Solar,2021-02-02,Unsuspended,0,,2021,bright print solar w sgu nsw,bright print,bright print,solar,cer_historical_accredited_power_stations.csv
SRPVNSR5,BTPS Horsley Park - Solar - NSW,NSW,1.7019,2178,Solar,2020-04-30,Unsuspended,0,,2020,btps horsley park solar nsw,btps horsley park,btps horsley park,solar,cer_historical_accredited_power_stations.csv
SRPXNSI8,BUNNINGS Chatswood - Solar- NSW,NSW,0.28,2067,Solar,2023-06-01,Unsuspended,0,,2023,bunnings chatswood solar nsw,bunnings chatswood,bunnings chatswood,solar,cer_historical_accredited_power_stations.csv
SRPVNS51,BUPA Ballina 81kWp,NSW,0.081,2478,Solar,2016-03-18,Unsuspended,0,,2016,bupa ballina 81kwp,bupa ballina 81kwp,bupa ballina 81kwp,solar,cer_historical_accredited_power_stations.csv
SRPVNS50,BUPA Bankstown 76kWp,NSW,0.076,2199,Solar,2016-03-18,Unsuspended,0,,2016,bupa bankstown 76kwp,bupa bankstown 76kwp,bupa bankstown 76kwp,solar,cer_historical_accredited_power_stations.csv
SRPVNS52,BUPA Bateau Bay 40kWp,NSW,0.04,2261,Solar,2016-03-18,Unsuspended,0,,2016,bupa bateau bay 40kwp,bupa bateau bay 40kwp,bupa bateau bay 40kwp,solar,cer_historical_accredited_power_stations.csv
SRPVNS48,BUPA Pottsville 175kWp,NSW,0.175,2489,Solar,2016-03-15,Unsuspended,0,,2016,bupa pottsville 175kwp,bupa pottsville 175kwp,bupa pottsville 175kwp,solar,cer_historical_accredited_power_stations.csv
SRPVNS49,BUPA Sutherland 50kWp,NSW,0.05,2232,Solar,2016-03-15,Unsuspended,0,,2016,bupa sutherland 50kwp,bupa sutherland 50kwp,bupa sutherland 50kwp,solar,cer_historical_accredited_power_stations.csv
SRPYNS72,Baked Provisions Sydney - 200.2kW - Solar w SGU - NSW,NSW,0.2002,2170,Solar,2025-02-14,Unsuspended,0,,2025,baked provisions sydney 200 2kw solar w sgu nsw,baked provisions sydney 200 2kw,baked provisions sydney 200 2kw,solar,cer_historical_accredited_power_stations.csv
SRPVNS76,Bakers Maison Solar NSW,NSW,0.2246,2212,Solar,2017-09-28,Unsuspended,0,,2017,bakers maison solar nsw,bakers maison solar,bakers maison,solar,cer_historical_accredited_power_stations.csv
SRPYNS13,Balickera WPS - Solar - NSW,NSW,3.1158,2324,Solar,2024-11-05,Unsuspended,0,,2024,balickera wps solar nsw,balickera wps,balickera wps,solar,cer_historical_accredited_power_stations.csv
SRPVNS47,Ballina Waste Water Treatment Plant - Solar - NSW,NSW,0.3,2478,Solar,2016-01-19,Unsuspended,0,,2016,ballina waste water treatment plant solar nsw,ballina waste water treatment plant,ballina waste water treatment,solar,cer_historical_accredited_power_stations.csv
WD00NS19,"Bango Wind Farm 1, feeder 973 - NSW",NSW,159.0,2586,Wind,2021-05-23,Unsuspended,0,,2021,bango wind farm 1 feeder 973 nsw,bango wind farm 1 feeder 973,bango 1 feeder 973,wind,cer_historical_accredited_power_stations.csv
WD00NS20,"Bango Wind Farm 2, feeder 999- NSW",NSW,84.8,2586,Wind,2022-02-06,Unsuspended,0,,2022,bango wind farm 2 feeder 999 nsw,bango wind farm 2 feeder 999,bango 2 feeder 999,wind,cer_historical_accredited_power_stations.csv
SRPXNSQ9,Bankstown Courthouse - Solar - NSW,NSW,0.15,2200,Solar,2023-12-13,Unsuspended,0,,2023,bankstown courthouse solar nsw,bankstown courthouse,bankstown courthouse,solar,cer_historical_accredited_power_stations.csv
SRPVNSP7,Bankstown District Solar - NSW,NSW,0.5398,2200,Solar,2020-02-19,Unsuspended,0,,2020,bankstown district solar nsw,bankstown district solar,bankstown district,solar,cer_historical_accredited_power_stations.csv
SRPVNS58,Barangaroo - Solar - NSW,NSW,1.0793,2000,Solar,2016-08-11,Unsuspended,0,,2016,barangaroo solar nsw,barangaroo,barangaroo,solar,cer_historical_accredited_power_stations.csv
SRPVNSC0,Barker College - Solar - NSW,NSW,0.168,2077,Solar,2018-06-15,Unsuspended,0,,2018,barker college solar nsw,barker college,barker college,solar,cer_historical_accredited_power_stations.csv
SRPXNS12,Barker College Rosewood Centre 209.kWp - Solar - NSW,NSW,0.2092,2077,Solar,2021-03-23,Suspended,0,,2021,barker college rosewood centre 209 kwp solar nsw,barker college rosewood centre 209 kwp,barker college rosewood centre 209 kwp,solar,cer_historical_accredited_power_stations.csv
SRPXNSA5,Barooga Sports Club - Solar w SGU - NSW,NSW,0.3021,3644,Solar,2024-07-10,Unsuspended,0,,2024,barooga sports club solar w sgu nsw,barooga sports club,barooga sports club,solar,cer_historical_accredited_power_stations.csv
SRPXNSN6,Bathurst - Solar -NSW,NSW,0.664,2795,Solar,2023-09-26,Unsuspended,0,,2023,bathurst solar nsw,bathurst,bathurst,solar,cer_historical_accredited_power_stations.csv
SRPYNS92,Bathurst Riverview Care Community - Solar w SGU - NSW,NSW,0.2877,2795,Solar,2025-03-31,Unsuspended,0,,2025,bathurst riverview care community solar w sgu nsw,bathurst riverview care community,bathurst riverview care community,solar,cer_historical_accredited_power_stations.csv
SRPVNS55,Baxter Healthcare - Todae Solar PV - Old Toongabbie - NSW,NSW,0.5353,2146,Solar,2016-06-10,Unsuspended,0,,2016,baxter healthcare todae solar pv old toongabbie nsw,baxter healthcare todae solar pv old toongabbie,baxter healthcare todae pv old toongabbie,solar,cer_historical_accredited_power_stations.csv
BEBMNS02,Bayswater Power Station,NSW,2640.0,2333,Biomass,2001-04-01,Unsuspended,0,The capacity for this power station is not counted towards accredited capacity in the RET.,2001,bayswater power station,bayswater power station,bayswater,bioenergy,cer_historical_accredited_power_stations.csv
BEBGNS02,Belrose LFG Power Plant,NSW,1.0,2085,Biomass,2001-04-01,Suspended,21739,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,belrose lfg power plant,belrose lfg power plant,belrose lfg,bioenergy,cer_historical_accredited_power_stations.csv
SRPXNST2,Bentinck St Bathurst - Solar w SGU- NSW,NSW,0.6011,2795,Solar,2024-01-30,Unsuspended,0,,2024,bentinck st bathurst solar w sgu nsw,bentinck st bathurst,bentinck st bathurst,solar,cer_historical_accredited_power_stations.csv
SRPVNSI1,Beryl Solar Farm - NSW,NSW,110.9044,2852,Solar,2019-04-15,Unsuspended,0,,2019,beryl solar farm nsw,beryl solar farm,beryl,solar,cer_historical_accredited_power_stations.csv
BEBMNS09,Big River Timbers ww Grafton,NSW,0.45,2460,Biomass,2007-01-24,Suspended,0,,2007,big river timbers ww grafton,big river timbers ww grafton,big river timbers ww grafton,bioenergy,cer_historical_accredited_power_stations.csv
SRPXNSJ0,Big W Cessnock 132 - Solar - NSW,NSW,0.2001,2325,Solar,2023-06-21,Unsuspended,0,,2023,big w cessnock 132 solar nsw,big w cessnock 132,big w cessnock 132,solar,cer_historical_accredited_power_stations.csv
SRPYNS35,Big W DC Hoxton Park 190 - Solar - NSW,NSW,1.3276,2171,Solar,2024-11-18,Unsuspended,0,,2024,big w dc hoxton park 190 solar nsw,big w dc hoxton park 190,big w dc hoxton park 190,solar,cer_historical_accredited_power_stations.csv
SRPXNSQ8,Big W Parkes 133 - Solar - NSW,NSW,0.1996,2870,Solar,2023-12-04,Unsuspended,0,,2023,big w parkes 133 solar nsw,big w parkes 133,big w parkes 133,solar,cer_historical_accredited_power_stations.csv
SRPYNSG8,Big W Stanhope 152 - Solar - NSW,NSW,0.1998,2768,Solar,2025-08-29,Unsuspended,0,,2025,big w stanhope 152 solar nsw,big w stanhope 152,big w stanhope 152,solar,cer_historical_accredited_power_stations.csv
SRPVNSQ3,Bingo Auburn - Solar - NSW,NSW,0.2613,2144,Solar,2020-03-03,Unsuspended,0,,2020,bingo auburn solar nsw,bingo auburn,bingo auburn,solar,cer_historical_accredited_power_stations.csv
SRPXNSM2,Bingo MPC2 - Solar - NSW,NSW,1.0485,2766,Solar,2023-09-05,Unsuspended,0,,2023,bingo mpc2 solar nsw,bingo mpc2,bingo mpc2,solar,cer_historical_accredited_power_stations.csv
SRPXNSX3,Bishop Druitt College - Solar W/SGU - NSW,NSW,0.2108,2450,Solar,2024-06-03,Unsuspended,0,,2024,bishop druitt college solar w sgu nsw,bishop druitt college,bishop druitt college,solar,cer_historical_accredited_power_stations.csv
