reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,important_notes,reporting_period,reporting_year_start,reporting_year_end,abs_reference_year,source_file,facility_name_key,facility_name_canonical,facility_name_core,reporting_entity_key,primary_fuel_family,nger_row_id
POWER AND WATER CORPORATION,Kalkaringi (Wave Hill),F,NT,10524.0,2923.0,1787.0,0.0,1787.0,0.61,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,kalkaringi wave hill,kalkaringi wave hill,kalkaringi wave hill,power and water corporation,liquid_fuel,646
POWER AND WATER CORPORATION,Kaltukatjara (Docker River),F,NT,5669.0,1575.0,1144.0,0.0,1144.0,0.73,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,kaltukatjara docker river,kaltukatjara docker river,kaltukatjara docker river,power and water corporation,liquid_fuel,647
POWER AND WATER CORPORATION,Lajamanu (Hooker Creek),F,NT,11053.0,3070.0,2195.0,0.0,2195.0,0.71,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,lajamanu hooker creek,lajamanu hooker creek,lajamanu hooker creek,power and water corporation,liquid_fuel,648
POWER AND WATER CORPORATION,Laramba (Napperby),F,NT,3585.0,996.0,702.0,0.0,702.0,0.7,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,laramba napperby,laramba napperby,laramba napperby,power and water corporation,liquid_fuel,649
POWER AND WATER CORPORATION,Maningrida,F,NT,32217.0,8949.0,6205.0,0.0,6205.0,0.69,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,maningrida,maningrida,maningrida,power and water corporation,liquid_fuel,650
POWER AND WATER CORPORATION,Milikapiti (Snake Bay),F,NT,8568.0,2380.0,1835.0,0.0,1835.0,0.77,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,milikapiti snake bay,milikapiti snake bay,milikapiti snake bay,power and water corporation,liquid_fuel,651
POWER AND WATER CORPORATION,Milingimbi,F,NT,12762.0,3545.0,2739.0,0.0,2739.0,0.77,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,milingimbi,milingimbi,milingimbi,power and water corporation,liquid_fuel,652
POWER AND WATER CORPORATION,Milyakburra (Bickerton Island),F,NT,3722.0,1034.0,721.0,0.0,721.0,0.7,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,milyakburra bickerton island,milyakburra bickerton island,milyakburra bickerton island,power and water corporation,liquid_fuel,653
POWER AND WATER CORPORATION,Minjilang (Croker Island),F,NT,5182.0,1439.0,1107.0,0.0,1107.0,0.77,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,minjilang croker island,minjilang croker island,minjilang croker island,power and water corporation,liquid_fuel,654
POWER AND WATER CORPORATION,Minyerri (Hodgson Downs),F,NT,8141.0,2261.0,1664.0,0.0,1664.0,0.74,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,minyerri hodgson downs,minyerri hodgson downs,minyerri hodgson downs,power and water corporation,liquid_fuel,655
POWER AND WATER CORPORATION,Nauiyu Nambiyu (Daly River),F,NT,10999.0,3055.0,2153.0,0.0,2153.0,0.7,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,nauiyu nambiyu daly river,nauiyu nambiyu daly river,nauiyu nambiyu daly river,power and water corporation,liquid_fuel,656
POWER AND WATER CORPORATION,Nguiu (Bathurst Island),F,NT,23767.0,6602.0,4835.0,0.0,4835.0,0.73,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,nguiu bathurst island,nguiu bathurst island,nguiu bathurst island,power and water corporation,liquid_fuel,657
POWER AND WATER CORPORATION,Ngukurr (Roper River),F,NT,17122.0,4756.0,3465.0,0.0,3465.0,0.73,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,ngukurr roper river,ngukurr roper river,ngukurr roper river,power and water corporation,liquid_fuel,658
POWER AND WATER CORPORATION,Numbulwar (Rose River),F,NT,11571.0,3214.0,2273.0,0.0,2273.0,0.71,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,numbulwar rose river,numbulwar rose river,numbulwar rose river,power and water corporation,liquid_fuel,659
POWER AND WATER CORPORATION,Nyirripi (Waite Creek),F,NT,4034.0,1121.0,764.0,0.0,764.0,0.68,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,nyirripi waite creek,nyirripi waite creek,nyirripi waite creek,power and water corporation,liquid_fuel,660
POWER AND WATER CORPORATION,Orwaitilla (Canteen Creek),F,NT,3509.0,975.0,692.0,0.0,692.0,0.71,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,orwaitilla canteen creek,orwaitilla canteen creek,orwaitilla canteen creek,power and water corporation,liquid_fuel,661
POWER AND WATER CORPORATION,Palumpa,F,NT,5467.0,1519.0,1074.0,0.0,1074.0,0.71,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,palumpa,palumpa,palumpa,power and water corporation,liquid_fuel,662
POWER AND WATER CORPORATION,Papunya,F,NT,7208.0,2002.0,1504.0,0.0,1504.0,0.75,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,papunya,papunya,papunya,power and water corporation,liquid_fuel,663
POWER AND WATER CORPORATION,Peppimenarti,F,NT,4432.0,1231.0,887.0,0.0,887.0,0.72,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,peppimenarti,peppimenarti,peppimenarti,power and water corporation,liquid_fuel,664
POWER AND WATER CORPORATION,Pidgeon Hole,F,NT,1811.0,503.0,399.0,0.0,399.0,0.79,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,pidgeon hole,pidgeon hole,pidgeon hole,power and water corporation,liquid_fuel,665
POWER AND WATER CORPORATION,Pirlangimpi (Garden Point),F,NT,7460.0,2072.0,1643.0,0.0,1643.0,0.79,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,pirlangimpi garden point,pirlangimpi garden point,pirlangimpi garden point,power and water corporation,liquid_fuel,666
POWER AND WATER CORPORATION,Ramingining,F,NT,11419.0,3172.0,2254.0,0.0,2254.0,0.71,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,ramingining,ramingining,ramingining,power and water corporation,liquid_fuel,667
POWER AND WATER CORPORATION,Robinson River,F,NT,3917.0,1088.0,808.0,0.0,808.0,0.74,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,robinson river,robinson river,robinson river,power and water corporation,liquid_fuel,668
POWER AND WATER CORPORATION,Tara (Neutral Junction),F,NT,1248.0,347.0,309.0,0.0,309.0,0.89,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tara neutral junction,tara neutral junction,tara neutral junction,power and water corporation,liquid_fuel,669
POWER AND WATER CORPORATION,Ti Tree Generation,F,NT,9424.0,2618.0,1660.0,0.0,1660.0,0.63,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,ti tree generation,ti tree generation,ti tree generation,power and water corporation,liquid_fuel,670
POWER AND WATER CORPORATION,Timber Creek Generation,F,NT,10699.0,2972.0,2138.0,0.0,2138.0,0.72,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,timber creek generation,timber creek generation,timber creek generation,power and water corporation,liquid_fuel,671
POWER AND WATER CORPORATION,Titjikala (Maryvale),F,NT,4254.0,1182.0,810.0,0.0,810.0,0.69,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,titjikala maryvale,titjikala maryvale,titjikala maryvale,power and water corporation,liquid_fuel,672
POWER AND WATER CORPORATION,Umbakumba,F,NT,9443.0,2623.0,1979.0,0.0,1979.0,0.75,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,umbakumba,umbakumba,umbakumba,power and water corporation,liquid_fuel,673
POWER AND WATER CORPORATION,Wadeye (Port Keats),F,NT,34366.0,9546.0,6032.0,0.0,6032.0,0.63,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wadeye port keats,wadeye port keats,wadeye port keats,power and water corporation,liquid_fuel,674
POWER AND WATER CORPORATION,Walungurru (Kintore),F,NT,6796.0,1888.0,1353.0,0.0,1353.0,0.72,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,walungurru kintore,walungurru kintore,walungurru kintore,power and water corporation,liquid_fuel,675
POWER AND WATER CORPORATION,Warruwi (Goulburn Is),F,NT,6719.0,1866.0,1283.0,0.0,1283.0,0.69,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,warruwi goulburn is,warruwi goulburn is,warruwi goulburn is,power and water corporation,liquid_fuel,676
POWER AND WATER CORPORATION,Wilora (Stirling),F,NT,1158.0,322.0,274.0,0.0,274.0,0.85,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wilora stirling,wilora stirling,wilora stirling,power and water corporation,liquid_fuel,677
POWER AND WATER CORPORATION,Wirliyatjarrayi (Willowra),F,NT,3412.0,948.0,654.0,0.0,654.0,0.69,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wirliyatjarrayi willowra,wirliyatjarrayi willowra,wirliyatjarrayi willowra,power and water corporation,liquid_fuel,678
POWER AND WATER CORPORATION,Yarralin,F,NT,5181.0,1439.0,987.0,0.0,987.0,0.69,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,yarralin,yarralin,yarralin,power and water corporation,liquid_fuel,679
POWER AND WATER CORPORATION,Yuendumu,F,NT,18780.0,5217.0,3702.0,0.0,3702.0,0.71,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,yuendumu,yuendumu,yuendumu,power and water corporation,liquid_fuel,680
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,3846381.0,1068439.0,589467.0,0.0,589467.0,0.55,On,DKIS,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,channel island power station,channel island power station,channel island,power generation corporation,gas,681
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,40490.0,11247.0,5931.0,0.0,5931.0,0.53,On,DKIS,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,katherine power station,katherine power station,katherine,power generation corporation,gas,682
POWER GENERATION CORPORATION,Kings Canyon,F,NT,4338.0,1205.0,862.0,0.0,862.0,0.72,Off,Off-grid,Solar,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,kings canyon,kings canyon,kings canyon,power generation corporation,solar,683
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,331359.0,92044.0,50416.0,0.0,50416.0,0.55,Off,Off-grid,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,owen springs power station,owen springs power station,owen springs,power generation corporation,gas,684
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,319342.0,88706.0,54059.0,0.0,54059.0,0.61,Off,Off-grid,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,ron goodin power station,ron goodin power station,ron goodin,power generation corporation,gas,685
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,110408.0,30669.0,20867.0,0.0,20867.0,0.68,Off,Off-grid,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tennant creek power station,tennant creek power station,tennant creek,power generation corporation,gas,686
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,1550009.0,430558.0,243586.0,0.0,243586.0,0.57,On,DKIS,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,weddell power station,weddell power station,weddell,power generation corporation,gas,687
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,82958.0,23044.0,15203.0,0.0,15203.0,0.66,Off,Off-grid,Gas/Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,yulara power station,yulara power station,yulara,power generation corporation,gas,688
AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,130693.0,36304.0,20231.0,2448.0,22679.0,0.56,On,NEM,Coal Seam Methane,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,moranbah power station,moranbah power station,moranbah,agl energy limited,coal,358
ALINTA ENERGY FINANCE PTY LTD,Braemar Power Station,F,QLD,4550759.0,1264100.0,715070.0,1522.0,716592.0,0.57,On,NEM,Coal Seam Methane,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,braemar power station,braemar power station,braemar,alinta energy finance pty ltd,coal,378
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,4180327.0,1161202.0,695330.0,2911.0,698241.0,0.6,On,NEM,Coal Seam Methane,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,braemar 2 power station,braemar 2 power station,braemar 2,arrow energy holdings pty ltd,coal,382
BG INTERNATIONAL (AUS) INVESTMENTS PTY LIMITED,Condamine Power Station,F,QLD,2604882.0,723578.0,312379.0,1658.0,314037.0,0.43,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,condamine power station,condamine power station,condamine,bg international (aus) investments pty limited,gas,386
BP AUSTRALIA INVESTMENTS PTY LTD,BIEP - CoGen,F,QLD,9285.0,2579.0,7127.0,462.0,7589.0,2.76,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,biep cogen,biep cogen,biep cogen,bp australia investments pty ltd,gas,390
C S ENERGY LIMITED,Callide B Power Station,F,QLD,15465748.0,4296041.0,3993411.0,32780.0,4026191.0,0.93,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,callide b power station,callide b power station,callide b,c s energy limited,coal,392
C S ENERGY LIMITED,Callide C Power Station,F,QLD,21727941.0,6035539.0,5418400.0,21066.0,5439466.0,0.9,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,callide c power station,callide c power station,callide c,c s energy limited,coal,393
C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,16121026.0,4478063.0,3766071.0,4941.0,3771012.0,0.84,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,kogan creek power station,kogan creek power station,kogan creek,c s energy limited,coal,394
C S ENERGY LIMITED,Wivenhoe Power Station,F,QLD,312957.0,86933.0,42.0,128685.0,128727.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wivenhoe power station,wivenhoe power station,wivenhoe,c s energy limited,hydro,395
CLARKE ENERGY (AUSTRALIA) PTY LTD,Daandine Power Station,F,QLD,933429.0,259286.0,132099.0,0.0,132099.0,0.51,On,NEM,Coal Seam Methane,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,daandine power station,daandine power station,daandine,clarke energy (australia) pty ltd,coal,400
DIAMANTINA HOLDING COMPANY PTY LIMITED,Diamantina Power Station,F,QLD,6180779.0,1716883.0,681541.0,68.0,681609.0,0.4,On,Mt Isa,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,diamantina power station,diamantina power station,diamantina,diamantina holding company pty limited,gas,414
DUET COMPANY LIMITED,Browns Plains LFG Power Station,F,QLD,45924.0,12757.0,810.0,3.0,813.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,browns plains lfg power station,browns plains lfg power station,browns plains lfg,duet company limited,bioenergy,445
DUET COMPANY LIMITED,Century Power Station,F,QLD,6112.0,1698.0,1195.0,0.0,1195.0,0.7,On,Mt Isa,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,century power station,century power station,century,duet company limited,liquid_fuel,446
DUET COMPANY LIMITED,German Creek CMM Power Station,F,QLD,1163012.0,323059.0,173850.0,0.0,173850.0,0.54,On,NEM,Waste Coal Mine Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,german creek cmm power station,german creek cmm power station,german creek cmm,duet company limited,bioenergy,455
DUET COMPANY LIMITED,Karumba Power Station,F,QLD,29025.0,8063.0,5750.0,6.0,5756.0,0.71,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,karumba power station,karumba power station,karumba,duet company limited,liquid_fuel,462
DUET COMPANY LIMITED,Moranbah North CMM Power Station,F,QLD,1678462.0,466239.0,255855.0,0.0,255855.0,0.55,On,NEM,Waste Coal Mine Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,moranbah north cmm power station,moranbah north cmm power station,moranbah north cmm,duet company limited,bioenergy,470
DUET COMPANY LIMITED,Oaky Creek Power Station,F,QLD,466633.0,129620.0,65499.0,36.0,65535.0,0.51,On,NEM,Coal Seam Methane,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,oaky creek power station,oaky creek power station,oaky creek,duet company limited,coal,472
DUET COMPANY LIMITED,Roghan Road LFG Power Station,F,QLD,3589.0,997.0,65.0,46.0,111.0,0.07,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,roghan road lfg power station,roghan road lfg power station,roghan road lfg,duet company limited,bioenergy,476
ENERGEX LTD,Energy Impact - Bromelton Peak Generation Plant,F,QLD,4248.0,1180.0,851.0,422.0,1273.0,0.72,On,NEM,Liquid Fuel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,energy impact bromelton peak generation plant,energy impact bromelton peak generation plant,impact bromelton peak generation,energex ltd,other,434
ENERGEX LTD,Energy Impact - Generation,F,QLD,3650.0,1014.0,715.0,0.0,715.0,0.71,On,NEM,Liquid Fuel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,energy impact generation,energy impact generation,impact generation,energex ltd,other,435
ERM POWER LIMITED,Oakey Power Station,F,QLD,1873005.0,520279.0,331427.0,2012.0,333439.0,0.64,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,oakey power station,oakey power station,oakey,erm power limited,gas,494
FPC 30 LIMITED,FPC Green Energy,F,QLD,284724.0,79090.0,3854.0,1960.0,5814.0,0.05,On,NEM,Biofuel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,fpc green energy,fpc green energy,fpc green,fpc 30 limited,other,498
LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,23993.0,6665.0,364.0,0.0,364.0,0.05,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,birkdale renewable energy facility,birkdale renewable energy facility,birkdale facility,lms energy pty ltd,bioenergy,564
LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,27367.0,7602.0,445.0,0.0,445.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,ipswich renewable energy facility,ipswich renewable energy facility,ipswich facility,lms energy pty ltd,bioenergy,568
LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,123969.0,34436.0,1768.0,0.0,1768.0,0.05,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,rochedale renewable energy facility,rochedale renewable energy facility,rochedale facility,lms energy pty ltd,bioenergy,572
LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,51102.0,14195.0,841.0,0.0,841.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,stapylton renewable energy facility,stapylton renewable energy facility,stapylton facility,lms energy pty ltd,bioenergy,575
LMS ENERGY PTY LTD,Suntown Renewable Energy Facility,F,QLD,99.0,28.0,2.0,0.0,2.0,0.07,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,suntown renewable energy facility,suntown renewable energy facility,suntown facility,lms energy pty ltd,bioenergy,576
LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,40332.0,11203.0,627.0,0.0,627.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,swanbank renewable energy facility,swanbank renewable energy facility,swanbank facility,lms energy pty ltd,bioenergy,577
NRG VICTORIA 1 PTY LTD,Gladstone Power Station,F,QLD,24841222.0,6900339.0,6583245.0,52076.0,6635321.0,0.95,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,gladstone power station,gladstone power station,gladstone,nrg victoria 1 pty ltd,coal,595
ORIGIN ENERGY LIMITED,Darling Downs Power Station,F,QLD,13228362.0,3674545.0,1561214.0,5208.0,1566422.0,0.42,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,darling downs power station,darling downs power station,darling downs,origin energy limited,gas,605
ORIGIN ENERGY LIMITED,Mt Stuart Power Station,F,QLD,197763.0,54934.0,54200.0,4025.0,58225.0,0.99,On,NEM,Kerosene,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mount stuart power station,mount stuart power station,mount stuart,origin energy limited,liquid_fuel,615
ORIGIN ENERGY LIMITED,Roma Power Station,F,QLD,393277.0,109244.0,71762.0,650.0,72412.0,0.66,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,roma power station,roma power station,roma,origin energy limited,gas,617
OZGEN HOLDINGS AUSTRALIA PTY LTD,Millmerran Power Station (facility),F,QLD,23953296.0,6653693.0,5461349.0,3927.0,5465276.0,0.82,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,millmerran power station facility,millmerran power station facility,millmerran facility,ozgen holdings australia pty ltd,coal,622
RATCH - AUSTRALIA CORPORATION LIMITED,Townsville Power Station,F,QLD,629309.0,174808.0,75650.0,2469.0,78119.0,0.43,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,townsville power station,townsville power station,townsville,ratch - australia corporation limited,gas,693
RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,F,QLD,98228.0,27286.0,19.0,16.0,35.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,windy hill wind farm,windy hill wind farm,windy hill,ratch - australia corporation limited,wind,694
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,384782.0,106884.0,207.0,779.0,986.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,barron gorge power station,barron gorge power station,barron gorge,stanwell corporation limited,hydro,715
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,1062265.0,295074.0,21.0,3212.0,3233.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,kareeya power station,kareeya power station,kareeya,stanwell corporation limited,hydro,716
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,1160.0,322.0,390.0,1.0,391.0,1.21,On,NEM,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mackay gas turbine,mackay gas turbine,mackay gas turbine,stanwell corporation limited,liquid_fuel,717
STANWELL CORPORATION LIMITED,Mica Creek Power Station,F,QLD,710016.0,197227.0,98861.0,0.0,98861.0,0.5,On,Mt Isa,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mica creek power station,mica creek power station,mica creek,stanwell corporation limited,gas,718
STANWELL CORPORATION LIMITED,Stanwell Power Station,F,QLD,32721704.0,9089362.0,7687987.0,8378.0,7696365.0,0.85,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,stanwell power station,stanwell power station,stanwell,stanwell corporation limited,coal,719
STANWELL CORPORATION LIMITED,Tarong Power Stations,F,QLD,37432441.0,10397900.0,9060958.0,33457.0,9094415.0,0.87,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tarong power stations,tarong power stations,tarong stations,stanwell corporation limited,coal,720
AGL ENERGY LIMITED,Coopers Cogeneration,F,SA,91410.0,25392.0,18881.0,77.0,18958.0,0.74,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,coopers cogeneration,coopers cogeneration,coopers cogeneration,agl energy limited,gas,341
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1160705.0,322418.0,81.0,196.0,277.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett stage 1 wind farm,hallett stage 1 wind farm,hallett stage 1,agl energy limited,wind,347
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,896973.0,249159.0,69.0,155.0,224.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett stage 2 wind farm,hallett stage 2 wind farm,hallett stage 2,agl energy limited,wind,348
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1646119.0,457255.0,104.0,415.0,519.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett stage 4 wind farm,hallett stage 4 wind farm,hallett stage 4,agl energy limited,wind,349
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,540044.0,150012.0,81.0,194.0,275.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett stage 5 wind farm,hallett stage 5 wind farm,hallett stage 5,agl energy limited,wind,350
AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,9462551.0,2628486.0,1514334.0,13412.0,1527746.0,0.58,On,NEM,Gas/Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,torrens island power station,torrens island power station,torrens island,agl energy limited,gas,366
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,963022.0,267506.0,45.0,195.0,240.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wattle point wind farm,wattle point wind farm,wattle point,agl energy limited,wind,367
AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,3443.0,956.0,617.0,0.0,617.0,0.65,Off,Off-grid,Solar,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wilpena pound solar generation,wilpena pound solar generation,wilpena pound generation,agl energy limited,solar,370
ALINTA ENERGY FINANCE PTY LTD,Augusta Power Stations,F,SA,9364212.0,2601170.0,2630792.0,8952.0,2639744.0,1.01,On,NEM,Brown Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,augusta power stations,augusta power stations,augusta stations,alinta energy finance pty ltd,coal,376
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,4262553.0,1184043.0,492160.0,784.0,492944.0,0.42,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,osborne facility,osborne facility,osborne facility,atco australia pty ltd,gas,384
CANUNDA POWER PTY LTD,Canunda Wind Farm,F,SA,426416.0,118449.0,15.0,117.0,132.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,canunda wind farm,canunda wind farm,canunda,canunda power pty ltd,wind,396
DUET COMPANY LIMITED,Coober Pedy Remote Power Station,F,SA,44801.0,12445.0,8455.0,0.0,8455.0,0.68,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,coober pedy remote power station,coober pedy remote power station,coober pedy remote,duet company limited,liquid_fuel,448
