reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,important_notes,reporting_period,reporting_year_start,reporting_year_end,abs_reference_year,source_file,facility_name_key,facility_name_canonical,facility_name_core,reporting_entity_key,primary_fuel_family,nger_row_id
ACCIONA ENERGY OCEANIA PTY LTD,Royalla Solar Farm,F,ACT,213115.0,59199.0,0.0,15.0,15.0,0.0,On,NEM,Solar,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,royalla solar farm,royalla solar farm,royalla,acciona energy oceania pty ltd,solar,2
ENERGY DEVELOPMENTS LIMITED,Mugga Lane LFG Power Station,F,ACT,79427.0,22063.0,1398.0,1.0,1399.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,mugga lane lfg power station,mugga lane lfg power station,mugga lane lfg,energy developments limited,bioenergy,131
ENERGY DEVELOPMENTS LIMITED,West Belconnen LFG Power Station,F,ACT,11163.0,3101.0,201.0,8.0,209.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,west belconnen lfg power station,west belconnen lfg power station,west belconnen lfg,energy developments limited,bioenergy,141
ROYALLA HOLDINGS ASSET PTY LTD,Royalla Solar Farm,F,ACT,49475.0,13743.0,0.0,85.0,85.0,0.0,On,NEM,Solar,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,royalla solar farm,royalla solar farm,royalla,royalla holdings asset pty ltd,solar,300
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,567719.0,157700.0,19.0,293.0,312.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,gunning wind farm,gunning wind farm,gunning,acciona energy oceania pty ltd,wind,1
AGL ENERGY LIMITED,Bayswater Power Station,F,NSW,50275548.0,13965430.0,12253123.0,8306.0,12261429.0,0.88,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,bayswater power station,bayswater power station,bayswater,agl energy limited,coal,5
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,27428.0,7619.0,1.0,97.0,98.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,burrendong hydro,burrendong hydro,burrendong,agl energy limited,hydro,7
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,139785.0,38829.0,1.0,75.0,76.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,copeton hydro,copeton hydro,copeton,agl energy limited,hydro,10
AGL ENERGY LIMITED,Glenbawn Hydro,F,NSW,42254.0,11737.0,0.0,16.0,16.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,glenbawn hydro,glenbawn hydro,glenbawn,agl energy limited,hydro,13
AGL ENERGY LIMITED,Hunter Valley Gas Turbines,F,NSW,901.0,250.0,355.0,869.0,1224.0,1.42,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,hunter valley gas turbines,hunter valley gas turbines,hunter valley gas turbines,agl energy limited,gas,20
AGL ENERGY LIMITED,Kincumber Landfill Generation,F,NSW,14613.0,4059.0,238.0,5.0,243.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,kincumber landfill generation,kincumber landfill generation,kincumber landfill generation,agl energy limited,bioenergy,21
AGL ENERGY LIMITED,Liddell Power Station,F,NSW,24864251.0,6906736.0,6514993.0,46355.0,6561348.0,0.94,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,liddell power station,liddell power station,liddell,agl energy limited,coal,22
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,33769.0,9380.0,9.0,59.0,68.0,0.0,On,NEM,Solar,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,nyngan solar plant,nyngan solar plant,nyngan,agl energy limited,solar,27
AGL ENERGY LIMITED,Shoalhaven Landfill Generation,F,NSW,19739.0,5483.0,356.0,8.0,364.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,shoalhaven landfill generation,shoalhaven landfill generation,shoalhaven landfill generation,agl energy limited,bioenergy,31
AGL ENERGY LIMITED,Woy Woy Landfill Generation,F,NSW,31209.0,8669.0,469.0,2.0,471.0,0.05,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,woy woy landfill generation,woy woy landfill generation,woy woy landfill generation,agl energy limited,bioenergy,39
AXIA ENERGY AUSTRALIA PTY LTD,Smithfield Power Partnership,F,NSW,3486738.0,968538.0,460102.0,0.0,460102.0,0.48,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,smithfield power partnership,smithfield power partnership,smithfield partnership,axia energy australia pty ltd,gas,57
BPIH PTY LIMITED,Brookfield District Energy (GX) Pty Ltd,F,NSW,78204.0,21723.0,11861.0,22049.0,33910.0,0.55,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,brookfield district energy gx pty ltd,brookfield district energy gx,brookfield district gx,bpih pty limited,gas,62
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,643940.0,178872.0,6032.0,1423.0,7455.0,0.03,On,NEM,Bagasse,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,broadwater power plant,broadwater power plant,broadwater,cape byron management pty ltd,bioenergy,64
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,375693.0,104359.0,3007.0,1687.0,4694.0,0.03,On,NEM,Bagasse,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,condong power plant,condong power plant,condong,cape byron management pty ltd,bioenergy,65
CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,751603.0,208779.0,55.0,720.0,775.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,boco rock wind farm pty ltd,boco rock wind farm,boco rock,cwp renewables pty ltd,wind,75
CWP RENEWABLES PTY LTD,Taralga Wind Farm Pty Ltd,F,NSW,265563.0,73768.0,20.0,128.0,148.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,taralga wind farm pty ltd,taralga wind farm,taralga,cwp renewables pty ltd,wind,76
DELTA ELECTRICITY,Brown Mountain Power Station,F,NSW,48431.0,13453.0,6.0,0.0,6.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,brown mountain power station,brown mountain power station,brown mountain,delta electricity,hydro,77
DELTA ELECTRICITY,Colongra PS,F,NSW,258467.0,71796.0,41565.0,3913.0,45478.0,0.58,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,colongra ps,colongra ps,colongra ps,delta electricity,gas,78
DELTA ELECTRICITY,Vales Point Power Station,F,NSW,24972675.0,6936854.0,6020229.0,47711.0,6067940.0,0.87,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,vales point power station,vales point power station,vales point,delta electricity,coal,79
ENERGY DEVELOPMENTS LIMITED,Appin CSM Power Station,F,NSW,588901.0,163584.0,124621.0,85.0,124706.0,0.76,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,appin csm power station,appin csm power station,appin csm,energy developments limited,coal,100
ENERGY DEVELOPMENTS LIMITED,Eastern Creek LFG Power Station,F,NSW,58449.0,16236.0,931.0,3.0,934.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,eastern creek lfg power station,eastern creek lfg power station,eastern creek lfg,energy developments limited,bioenergy,114
ENERGY DEVELOPMENTS LIMITED,Glennies Creek Power Station,F,NSW,326588.0,90719.0,53189.0,5.0,53194.0,0.59,On,NEM,Waste Coal Mine Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,glennies creek power station,glennies creek power station,glennies creek,energy developments limited,bioenergy,118
ENERGY DEVELOPMENTS LIMITED,Jacks Gully LFG Power Station,F,NSW,56366.0,15657.0,991.0,1.0,992.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,jacks gully lfg power station,jacks gully lfg power station,jacks gully lfg,energy developments limited,bioenergy,120
ENERGY DEVELOPMENTS LIMITED,Lucas Heights 1 LFG Power Station,F,NSW,81911.0,22753.0,1447.0,3.0,1450.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,lucas heights 1 lfg power station,lucas heights 1 lfg power station,lucas heights 1 lfg,energy developments limited,bioenergy,124
ENERGY DEVELOPMENTS LIMITED,Lucas Heights 2 LFG Power Station,F,NSW,363270.0,100908.0,6422.0,3.0,6425.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,lucas heights 2 lfg power station,lucas heights 2 lfg power station,lucas heights 2 lfg,energy developments limited,bioenergy,125
ENERGY DEVELOPMENTS LIMITED,Tahmoor Power Station,F,NSW,167241.0,46456.0,29870.0,10.0,29880.0,0.64,On,NEM,Waste Coal Mine Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,tahmoor power station,tahmoor power station,tahmoor,energy developments limited,bioenergy,137
ENERGY DEVELOPMENTS LIMITED,Teralba Power Station,F,NSW,41260.0,11461.0,7316.0,32.0,7348.0,0.64,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,teralba power station,teralba power station,teralba,energy developments limited,coal,138
ENERGY DEVELOPMENTS LIMITED,Tower CSM Power Station,F,NSW,727327.0,202035.0,145425.0,9.0,145434.0,0.72,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,tower csm power station,tower csm power station,tower csm,energy developments limited,coal,139
ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,22617530.0,6282647.0,5432906.0,35153.0,5468059.0,0.86,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,mount piper power station,mount piper power station,mount piper,energyaustralia holdings limited,coal,149
ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,7496610.0,2082392.0,758611.0,2381.0,760992.0,0.36,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,tallawarra power station,tallawarra power station,tallawarra,energyaustralia holdings limited,gas,150
GSP ENERGY PTY LTD,Blayney Wind Farm,F,NSW,72296.0,20082.0,0.0,49.0,49.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,blayney wind farm,blayney wind farm,blayney,gsp energy pty ltd,wind,158
GSP ENERGY PTY LTD,Burrinjuck Power Station,F,NSW,305092.0,84748.0,0.0,105.0,105.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,burrinjuck power station,burrinjuck power station,burrinjuck,gsp energy pty ltd,hydro,159
GSP ENERGY PTY LTD,Crookwell Wind Farm,F,NSW,28521.0,7923.0,0.0,33.0,33.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,crookwell wind farm,crookwell wind farm,crookwell,gsp energy pty ltd,wind,160
GSP ENERGY PTY LTD,Hume Power Station,F,NSW,755051.0,209736.0,0.0,298.0,298.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,hume power station,hume power station,hume,gsp energy pty ltd,hydro,161
GSP ENERGY PTY LTD,Keepit Power Station,F,NSW,10253.0,2848.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,keepit power station,keepit power station,keepit,gsp energy pty ltd,hydro,162
HYDRO POWER PTY. LIMITED,Wyangala A,F,NSW,138482.0,38467.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,wyangala a,wyangala a,wyangala a,hydro power pty. limited,hydro,164
IFM RENEWABLE ENERGY PTY LTD,The Drop Hydro,F,NSW,28205.0,7835.0,0.0,0.0,0.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,the drop hydro,the drop hydro,the drop,ifm renewable energy pty ltd,hydro,204
INFIGEN ENERGY LIMITED,Capital East Solar Farm,F,NSW,689.0,191.0,0.0,8.0,8.0,0.0,On,NEM,Solar,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,capital east solar farm,capital east solar farm,capital east,infigen energy limited,solar,208
INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,1184184.0,328940.0,105.0,871.0,976.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,capital wind farm,capital wind farm,capital,infigen energy limited,wind,209
INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,462471.0,128464.0,33.0,186.0,219.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,woodlawn wind farm,woodlawn wind farm,woodlawn,infigen energy limited,wind,211
LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,28779.0,7994.0,435.0,0.0,435.0,0.05,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,albury renewable energy facility,albury renewable energy facility,albury facility,lms energy pty ltd,bioenergy,214
LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,33021.0,9173.0,507.0,0.0,507.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,awaba renewable energy facility,awaba renewable energy facility,awaba facility,lms energy pty ltd,bioenergy,216
LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,229019.0,63616.0,3323.0,0.0,3323.0,0.05,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,eastern creek 2 renewable energy facility,eastern creek 2 renewable energy facility,eastern creek 2 facility,lms energy pty ltd,bioenergy,221
LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,64817.0,18005.0,993.0,0.0,993.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,newcastle renewable energy facility,newcastle renewable energy facility,newcastle facility,lms energy pty ltd,bioenergy,225
LMS ENERGY PTY LTD,Tweed Shire Renewable Energy Facility,F,NSW,6224.0,1729.0,106.0,0.0,106.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,tweed shire renewable energy facility,tweed shire renewable energy facility,tweed shire facility,lms energy pty ltd,bioenergy,233
LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,60714.0,16865.0,929.0,0.0,929.0,0.06,On,NEM,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,wyong renewable energy facility,wyong renewable energy facility,wyong facility,lms energy pty ltd,bioenergy,236
MACQUARIE GENERATION ,Bayswater Power Station,F,NSW,11250900.0,3125250.0,2650584.0,0.0,2650584.0,0.85,On,NEM,Black Coal,"AGL Energy Limited purchased Macquarie Generation in September 2014. This includes the Bayswater Power Station, Liddell Power Station and Hunter Valley Gas Turbines facilities.  Macquarie Generation reported these facilities for part of the 2014-15 financial year and AGL Energy Limited reported for the remainder of the year.",2014-15,2014,2015,2015,nger_electricity_2014-15.csv,bayswater power station,bayswater power station,bayswater,macquarie generation,coal,237
MACQUARIE GENERATION ,Hunter Valley Gas Turbines,F,NSW,238.0,66.0,102.0,191.0,293.0,1.54,On,NEM,Gas,"AGL Energy Limited purchased Macquarie Generation in September 2014. This includes the Bayswater Power Station, Liddell Power Station and Hunter Valley Gas Turbines facilities.  Macquarie Generation reported these facilities for part of the 2014-15 financial year and AGL Energy Limited reported for the remainder of the year.",2014-15,2014,2015,2015,nger_electricity_2014-15.csv,hunter valley gas turbines,hunter valley gas turbines,hunter valley gas turbines,macquarie generation,gas,238
MACQUARIE GENERATION ,Liddell Power Station,F,NSW,4182213.0,1161726.0,1061536.0,4426.0,1065962.0,0.91,On,NEM,Black Coal,"AGL Energy Limited purchased Macquarie Generation in September 2014. This includes the Bayswater Power Station, Liddell Power Station and Hunter Valley Gas Turbines facilities.  Macquarie Generation reported these facilities for part of the 2014-15 financial year and AGL Energy Limited reported for the remainder of the year.",2014-15,2014,2015,2015,nger_electricity_2014-15.csv,liddell power station,liddell power station,liddell,macquarie generation,coal,239
NEW GULLEN RANGE WIND FARM  (HOLDING) PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1295661.0,359906.0,0.0,397.0,397.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,new gullen range wind farm pty ltd,new gullen range wind farm,new gullen range,new gullen range wind farm  (holding) pty ltd,wind,250
ORIGIN ENERGY LIMITED,Australand,F,NSW,4031.0,1120.0,668.0,48.0,716.0,0.6,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,australand,australand,australand,origin energy limited,gas,253
ORIGIN ENERGY LIMITED,Blackmores,F,NSW,4190.0,1164.0,807.0,50.0,857.0,0.69,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,blackmores,blackmores,blackmores,origin energy limited,gas,256
ORIGIN ENERGY LIMITED,Bond,F,NSW,4349.0,1208.0,668.0,52.0,720.0,0.55,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,bond,bond,bond,origin energy limited,gas,257
ORIGIN ENERGY LIMITED,Chifley Square,F,NSW,4395.0,1221.0,650.0,52.0,702.0,0.53,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,chifley square,chifley square,chifley square,origin energy limited,gas,258
ORIGIN ENERGY LIMITED,Cullerin Wind Farm,F,NSW,325681.0,90467.0,19.0,105.0,124.0,0.0,On,NEM,Wind,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,cullerin wind farm,cullerin wind farm,cullerin,origin energy limited,wind,259
ORIGIN ENERGY LIMITED,Eraring Power Station,F,NSW,51539324.0,14316479.0,12289095.0,14022.0,12303117.0,0.86,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,eraring power station,eraring power station,eraring,origin energy limited,coal,263
ORIGIN ENERGY LIMITED,Kent Street,F,NSW,11297.0,3138.0,1571.0,250.0,1821.0,0.5,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,kent street,kent street,kent street,origin energy limited,gas,265
ORIGIN ENERGY LIMITED,Mirvac,F,NSW,17071.0,4742.0,2584.0,220.0,2804.0,0.54,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,mirvac,mirvac,mirvac,origin energy limited,gas,268
ORIGIN ENERGY LIMITED,Mount,F,NSW,5847.0,1624.0,891.0,70.0,961.0,0.55,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,mount,mount,mount,origin energy limited,gas,270
ORIGIN ENERGY LIMITED,Shoalhaven Scheme,F,NSW,276441.0,76789.0,2.0,73496.0,73498.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,shoalhaven scheme,shoalhaven scheme,shoalhaven scheme,origin energy limited,hydro,274
ORIGIN ENERGY LIMITED,Stockland Headquarters,F,NSW,4647.0,1291.0,745.0,56.0,801.0,0.58,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,stockland headquarters,stockland headquarters,stockland headquarters,origin energy limited,gas,275
ORIGIN ENERGY LIMITED,University of NSW,F,NSW,8740.0,2428.0,1294.0,104.0,1398.0,0.53,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,university of nsw,university of,university of,origin energy limited,gas,276
ORIGIN ENERGY LIMITED,Uranquinty Power Station,F,NSW,1537782.0,427162.0,221484.0,5449.0,226933.0,0.52,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,uranquinty power station,uranquinty power station,uranquinty,origin energy limited,gas,277
SANTOS LTD,Wilga Park Power Station,F,NSW,194465.0,54018.0,30404.0,175.0,30579.0,0.56,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,wilga park power station,wilga park power station,wilga park,santos ltd,coal,301
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,7027.0,1952.0,4646.0,2716.0,7362.0,2.38,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,colongra power station,colongra power station,colongra,snowy hydro limited,gas,310
SNOWY HYDRO LIMITED,HEZ Power Station,F,NSW,840.0,233.0,149.0,519.0,668.0,0.64,On,NEM,Diesel,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,hez power station,hez power station,hez,snowy hydro limited,liquid_fuel,311
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,F,NSW,9322679.0,2589633.0,1312.0,113899.0,115211.0,0.0,On,NEM,Hydro,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,snowy hydro ltd,snowy hydro,snowy,snowy hydro limited,hydro,314
ENERGY DEVELOPMENTS LIMITED,McArthur River Power Station,F,NT,1028823.0,285784.0,132182.0,0.0,132182.0,0.46,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,mcarthur river power station,mcarthur river power station,mcarthur river,energy developments limited,gas,126
ENERGY DEVELOPMENTS LIMITED,Pine Creek A Power Station,F,NT,651894.0,181082.0,90532.0,0.0,90532.0,0.5,On,DKIS,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,pine creek a power station,pine creek a power station,pine creek a,energy developments limited,gas,134
ENERGY WORLD CORPORATION LTD,Brewer Power Station,F,NT,169861.0,47184.0,30511.0,14.0,30525.0,0.65,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,brewer power station,brewer power station,brewer,energy world corporation ltd,gas,146
LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,32365.0,8990.0,528.0,0.0,528.0,0.06,On,DKIS,Landfill Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,darwin renewable energy facility,darwin renewable energy facility,darwin facility,lms energy pty ltd,bioenergy,220
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,3520970.0,978047.0,607777.0,0.0,607777.0,0.62,On,DKIS,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,channel island power station,channel island power station,channel island,power generation corporation,gas,281
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,55966.0,15546.0,12589.0,0.0,12589.0,0.81,On,DKIS,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,katherine power station,katherine power station,katherine,power generation corporation,gas,282
POWER GENERATION CORPORATION,Kings Canyon,F,NT,6202.0,1723.0,1141.0,0.0,1141.0,0.66,Off,Off-grid,Solar,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,kings canyon,kings canyon,kings canyon,power generation corporation,solar,283
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,286571.0,79603.0,40674.0,0.0,40674.0,0.51,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,owen springs power station,owen springs power station,owen springs,power generation corporation,gas,284
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,334973.0,93048.0,62680.0,0.0,62680.0,0.67,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,ron goodin power station,ron goodin power station,ron goodin,power generation corporation,gas,285
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,109184.0,30329.0,23220.0,0.0,23220.0,0.77,Off,Off-grid,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,tennant creek power station,tennant creek power station,tennant creek,power generation corporation,gas,286
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,1576552.0,437931.0,270679.0,0.0,270679.0,0.62,On,DKIS,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,weddell power station,weddell power station,weddell,power generation corporation,gas,287
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,86710.0,24086.0,15800.0,0.0,15800.0,0.66,Off,Off-grid,Gas/Diesel,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,yulara power station,yulara power station,yulara,power generation corporation,gas,288
AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,82912.0,23031.0,12327.0,1142.0,13469.0,0.54,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,moranbah power station,moranbah power station,moranbah,agl energy limited,coal,26
AGL ENERGY LIMITED,Suncoast Biomass Generation Plant,F,QLD,3091.0,859.0,38.0,69.0,107.0,0.04,On,NEM,Macadamia Nut Shells,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,suncoast biomass generation plant,suncoast biomass generation plant,suncoast biomass generation,agl energy limited,other,33
ALINTA ENERGY FINANCE PTY LTD,Braemar Power Station,F,QLD,7907969.0,2196658.0,1243347.0,829.0,1244176.0,0.57,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,braemar power station,braemar power station,braemar,alinta energy finance pty ltd,coal,46
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,9370735.0,2602982.0,1530289.0,854.0,1531143.0,0.59,On,NEM,Coal Seam Methane,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,braemar 2 power station,braemar 2 power station,braemar 2,arrow energy holdings pty ltd,coal,50
ATCO AUSTRALIA PTY. LTD.,Bulwer Island Energy Partnership facility,F,QLD,,,126378.0,45354.0,171732.0,,On,NEM,Gas,"The electricity production data is unavailable for this facility, pending further clarification of the data reported and/or pending outcome of regulatory matters.  The data on this facility may be made available in future publications.  ",2014-15,2014,2015,2015,nger_electricity_2014-15.csv,bulwer island energy partnership facility,bulwer island energy partnership facility,bulwer island partnership facility,atco australia pty. ltd.,gas,51
BG INTERNATIONAL (AUS) INVESTMENTS PTY LIMITED,Condamine Power Station,F,QLD,2754361.0,765100.0,333565.0,526.0,334091.0,0.44,On,NEM,Gas,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,condamine power station,condamine power station,condamine,bg international (aus) investments pty limited,gas,58
CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Daandine Power Station,F,QLD,,,125058.0,0.0,125058.0,,On,NEM,Coal Seam Methane,"The electricity production data is unavailable for this facility, pending further clarification of the data reported and/or pending outcome of regulatory matters.  The data on this facility may be made available in future publications.  ",2014-15,2014,2015,2015,nger_electricity_2014-15.csv,daandine power station,daandine power station,daandine,clarke energy (australia) pty. ltd.,coal,66
CS ENERGY LIMITED,Callide A Power Station,F,QLD,362952.0,100820.0,123177.0,43885.0,167062.0,1.22,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,callide a power station,callide a power station,callide a,cs energy limited,coal,69
CS ENERGY LIMITED,Callide B Power Station,F,QLD,12706326.0,3529535.0,3285158.0,34530.0,3319688.0,0.93,On,NEM,Black Coal,,2014-15,2014,2015,2015,nger_electricity_2014-15.csv,callide b power station,callide b power station,callide b,cs energy limited,coal,70
